<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/OpenLLM-Ro/RoMistral-7b-Instruct-DPO'>OpenLLM-Ro/RoMistral-7b-Instruct-DPO</a>,📝,-,3.75,7248023552.0,32768.0,32768.0,✗,✗,(✓),✗,49.58 ± 1.24 / 65.74 ± 1.15,55.56 ± 2.57 / 42.10 ± 2.68,14.46 ± 3.17 / 52.20 ± 4.42,50.72 ± 1.26 / 34.85 ± 1.60,-,27.60 ± 1.09 / 45.33 ± 0.79,29.75 ± 2.07 / 46.89 ± 1.69,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,-,?,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,65.89 ± 0.93 / 76.20 ± 0.93,76.19 ± 1.34 / 47.86 ± 2.94,31.44 ± 2.84 / 61.36 ± 3.34,67.30 ± 0.78 / 40.15 ± 1.89,-,63.03 ± 1.05 / 72.15 ± 0.78,69.47 ± 1.28 / 76.87 ± 0.94,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,15.10.1.dev0,-,15.10.1.dev0,15.10.1.dev0
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,-,?,70553706496.0,128256.0,8192.0,✓,✗,(✓),✗,66.56 ± 0.99 / 76.56 ± 1.04,81.08 ± 1.00 / 59.56 ± 2.63,33.59 ± 3.24 / 63.55 ± 3.67,70.68 ± 0.90 / 45.66 ± 2.45,-,63.19 ± 0.80 / 72.34 ± 0.59,70.78 ± 1.63 / 77.92 ± 1.23,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,15.11.0.dev0,-,15.11.0.dev0,15.11.0.dev0
<a href='https://hf.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B</a>,🧠,-,N/A,14030361600.0,131072.0,4096.0,✓,✗,✗,✓,31.81 ± 4.37 / 42.00 ± 5.34,28.35 ± 7.18 / 26.71 ± 4.26,2.50 ± 1.49 / 36.52 ± 1.66,44.64 ± 2.19 / 33.44 ± 1.39,-,0.16 ± 1.39 / 24.45 ± 1.16,0.66 ± 0.92 / 26.27 ± 0.76,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B</a>,🧠,-,N/A,33119034368.0,131072.0,4096.0,✓,✗,✗,✓,42.81 ± 1.80 / 50.04 ± 2.01,50.58 ± 3.83 / 42.39 ± 2.92,4.95 ± 2.40 / 41.43 ± 3.96,58.32 ± 1.05 / 44.01 ± 0.95,-,2.64 ± 0.94 / 26.14 ± 0.54,-0.63 ± 0.86 / 25.64 ± 0.58,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/Nexusflow/Starling-LM-7B-beta'>Nexusflow/Starling-LM-7B-beta</a>,📝,-,?,7241748480.0,32002.0,8192.0,✗,✗,(✓),✗,54.05 ± 1.06 / 69.30 ± 0.69,67.92 ± 1.50 / 39.37 ± 3.13,18.34 ± 1.84 / 52.20 ± 1.68,68.09 ± 1.30 / 44.41 ± 2.28,-,35.51 ± 1.12 / 51.26 ± 0.86,38.84 ± 1.14 / 53.11 ± 0.99,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B-instruct'>NorwAI/NorwAI-Mixtral-8x7B-instruct</a>,🧠,-,N/A,46997647360.0,67993.0,32768.0,✓,✗,(✓),✗,45.51 ± 1.18 / 48.23 ± 0.79,61.86 ± 3.00 / 51.44 ± 1.97,12.72 ± 3.78 / 49.95 ± 4.52,68.44 ± 1.28 / 44.84 ± 3.57,-,47.00 ± 0.95 / 60.15 ± 0.69,31.05 ± 1.12 / 47.93 ± 0.95,15.7.1.dev0,15.7.1.dev0,15.7.1.dev0,15.7.1.dev0,-,15.7.1.dev0,15.7.1.dev0
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B</a>,🧠,-,N/A,46997647360.0,67993.0,32768.0,✓,✗,(✓),✗,43.62 ± 2.03 / 46.78 ± 1.13,67.03 ± 1.78 / 53.13 ± 2.04,9.63 ± 3.80 / 47.82 ± 5.07,69.70 ± 2.91 / 51.71 ± 3.27,-,44.68 ± 1.28 / 58.04 ± 0.91,27.86 ± 1.55 / 44.51 ± 1.24,15.7.1.dev0,15.7.1.dev0,15.7.1.dev0,15.7.1.dev0,-,15.7.1.dev0,15.7.1.dev0
<a href='https://hf.co/NousResearch/DeepHermes-3-Llama-3-8B-Preview'>NousResearch/DeepHermes-3-Llama-3-8B-Preview</a>,📝,-,?,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,42.54 ± 0.82 / 46.16 ± 0.62,64.60 ± 1.92 / 55.52 ± 1.42,19.79 ± 2.06 / 54.04 ± 2.62,65.18 ± 1.41 / 44.26 ± 2.16,-,35.15 ± 1.10 / 51.06 ± 0.78,28.16 ± 1.60 / 45.24 ± 1.31,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,-,?,32763876352.0,152064.0,32768.0,✓,✗,(✓),✗,65.61 ± 1.38 / 75.69 ± 1.19,80.32 ± 1.18 / 55.07 ± 1.40,37.90 ± 3.92 / 62.34 ± 4.35,69.69 ± 0.81 / 44.61 ± 1.50,-,70.42 ± 1.16 / 77.78 ± 0.85,77.80 ± 0.75 / 83.24 ± 0.56,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.8.2.dev0
<a href='https://hf.co/OpenLLM-Ro/RoGemma2-9b-Instruct-DPO'>OpenLLM-Ro/RoGemma2-9b-Instruct-DPO</a>,📝,-,0.6,9241705984.0,256000.0,8192.0,✗,✗,(✓),✗,59.89 ± 1.78 / 70.73 ± 1.80,66.98 ± 1.38 / 56.26 ± 2.28,36.13 ± 2.08 / 62.13 ± 2.16,45.89 ± 1.96 / 26.69 ± 1.94,-,48.45 ± 1.02 / 61.28 ± 0.78,58.19 ± 1.58 / 68.42 ± 1.19,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,16.12.0.dev0,-,16.12.0.dev0,16.12.0.dev0
<a href='https://hf.co/OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO'>OpenLLM-Ro/RoLlama3.1-8b-Instruct-DPO</a>,📝,-,0.09,8030261248.0,128256.0,131072.0,✗,✗,(✓),✗,56.24 ± 1.63 / 70.22 ± 1.07,61.65 ± 2.64 / 52.49 ± 1.70,23.22 ± 1.42 / 53.94 ± 1.27,56.55 ± 1.13 / 25.23 ± 2.58,-,37.90 ± 1.00 / 53.50 ± 0.75,45.96 ± 1.40 / 59.38 ± 1.06,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,16.11.0.dev0,-,16.11.0.dev0,16.11.0.dev0
<a href='https://hf.co/OpenLLM-France/Lucie-7B'>OpenLLM-France/Lucie-7B</a>,📝,-,?,6706960384.0,65024.0,32000.0,✓,✗,(✓),✗,46.33 ± 3.04 / 61.95 ± 3.13,35.66 ± 2.03 / 34.60 ± 1.72,4.58 ± 1.16 / 38.49 ± 2.97,25.04 ± 1.00 / 0.08 ± 0.05,-,2.32 ± 1.19 / 26.85 ± 0.73,1.39 ± 1.07 / 24.91 ± 1.00,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.8.0,15.8.0
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,-,?,4022468096.0,151936.0,262144.0,✓,✗,✗,✓,55.99 ± 1.31 / 69.03 ± 1.15,58.03 ± 2.14 / 36.02 ± 2.08,24.49 ± 2.77 / 56.94 ± 2.11,67.67 ± 0.77 / 47.58 ± 0.92,-,52.16 ± 1.40 / 64.15 ± 1.06,58.94 ± 0.98 / 69.21 ± 0.73,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,16.0.0.dev0,-,16.0.0.dev0,16.0.0.dev0
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,📝,-,?,4022468096.0,151936.0,40960.0,✓,✗,✗,✓,57.35 ± 1.37 / 70.88 ± 0.94,61.45 ± 2.97 / 39.45 ± 2.53,28.47 ± 3.38 / 60.99 ± 2.77,68.28 ± 0.81 / 51.23 ± 0.71,-,50.20 ± 0.88 / 62.54 ± 0.68,50.85 ± 0.67 / 62.95 ± 0.45,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,-,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,-,?,8190735360.0,151936.0,40960.0,✓,✗,✗,✓,62.95 ± 2.08 / 74.09 ± 1.48,76.98 ± 1.25 / 46.16 ± 1.90,25.61 ± 1.28 / 53.44 ± 0.62,62.62 ± 12.63 / 44.81 ± 9.59,-,72.39 ± 0.99 / 79.30 ± 0.75,55.59 ± 1.17 / 66.48 ± 0.93,15.8.2,15.8.2,15.8.2,15.8.2,-,15.8.2,15.8.2
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,-,?,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,62.74 ± 1.88 / 73.16 ± 1.69,79.08 ± 1.13 / 53.95 ± 1.55,35.30 ± 3.76 / 61.63 ± 3.77,70.58 ± 0.67 / 48.50 ± 1.37,-,76.35 ± 0.85 / 82.27 ± 0.64,79.82 ± 0.84 / 84.87 ± 0.63,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,-,?,81324862720.0,151936.0,262144.0,✓,✗,✗,✓,63.38 ± 1.17 / 72.30 ± 1.16,85.32 ± 1.03 / 61.43 ± 1.71,24.24 ± 1.37 / 46.38 ± 1.08,67.02 ± 1.98 / 50.55 ± 1.76,-,83.69 ± 0.85 / 87.78 ± 0.64,78.31 ± 1.25 / 83.72 ± 0.95,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/RekaAI/reka-flash-3.1'>RekaAI/reka-flash-3.1</a>,🤔,-,?,20905482240.0,100352.0,98304.0,✓,✗,(✓),✗,67.85 ± 1.58 / 76.65 ± 1.27,75.28 ± 1.75 / 50.34 ± 2.40,24.99 ± 1.32 / 50.63 ± 1.12,60.72 ± 1.77 / 47.28 ± 1.18,-,64.32 ± 1.04 / 72.59 ± 0.85,52.76 ± 1.29 / 64.17 ± 1.03,15.13.0,15.13.0,15.13.0,15.13.0,-,15.13.0,15.13.0
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,-,?,20905482240.0,100352.0,32768.0,✓,✗,(✓),✗,65.90 ± 1.20 / 75.31 ± 1.09,72.80 ± 1.17 / 41.66 ± 1.62,24.26 ± 1.38 / 51.78 ± 1.56,69.73 ± 0.67 / 51.60 ± 0.81,-,65.50 ± 1.75 / 74.14 ± 1.32,51.12 ± 1.41 / 63.19 ± 1.09,15.9.2,15.9.2,15.9.2,15.9.2,-,15.9.2,15.9.2
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,-,?,134516160.0,49154.0,8192.0,✓,✗,(✓),✗,-0.21 ± 0.26 / 16.66 ± 0.50,17.92 ± 2.62 / 15.92 ± 2.83,0.09 ± 0.17 / 33.34 ± 0.28,4.54 ± 1.07 / 0.43 ± 0.28,-,0.57 ± 1.08 / 25.13 ± 0.64,0.00 ± 0.00 / 26.45 ± 0.47,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,16.3.0.dev0,-,16.3.0.dev0,16.3.0.dev0
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,-,?,32762123264.0,151936.0,40960.0,✓,✗,✗,✓,65.22 ± 1.25 / 74.60 ± 1.17,69.47 ± 1.28 / 50.71 ± 2.06,27.49 ± 1.14 / 53.54 ± 0.73,70.06 ± 0.81 / 54.11 ± 1.00,-,78.81 ± 0.84 / 84.11 ± 0.64,69.45 ± 0.89 / 76.95 ± 0.68,15.8.2,15.8.2,15.8.2,15.8.2,-,15.8.2,15.8.2
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,-,?,751632384.0,151936.0,40960.0,✓,✗,✗,✓,33.80 ± 2.19 / 49.56 ± 1.76,30.06 ± 1.56 / 22.92 ± 1.20,2.86 ± 1.39 / 49.71 ± 0.86,50.49 ± 0.95 / 35.31 ± 1.33,-,18.76 ± 1.98 / 36.68 ± 1.78,9.69 ± 1.46 / 31.76 ± 1.21,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,-,?,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,52.01 ± 2.04 / 64.31 ± 1.56,49.22 ± 2.05 / 32.46 ± 1.56,17.86 ± 1.32 / 51.88 ± 2.19,61.28 ± 1.53 / 45.34 ± 1.75,-,30.82 ± 0.94 / 47.60 ± 0.74,24.77 ± 1.29 / 41.52 ± 1.69,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,16.1.1.dev0,-,16.1.1.dev0,16.1.1.dev0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,-,?,14768307200.0,151936.0,40960.0,✓,✗,✗,✓,65.64 ± 1.52 / 75.66 ± 1.23,76.86 ± 0.51 / 53.05 ± 0.94,28.75 ± 1.29 / 53.38 ± 0.69,64.06 ± 13.38 / 47.47 ± 10.37,-,75.76 ± 1.04 / 81.83 ± 0.78,65.23 ± 1.31 / 73.76 ± 0.97,15.8.1,15.8.1,15.8.1,15.8.1,-,15.8.1,15.8.1
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,-,?,235107904512.0,151936.0,262144.0,✓,✗,✗,✓,64.24 ± 1.33 / 74.08 ± 1.27,78.41 ± 0.87 / 52.04 ± 2.37,33.55 ± 2.98 / 59.78 ± 2.74,70.95 ± 0.83 / 49.28 ± 1.91,-,79.86 ± 0.87 / 84.90 ± 0.65,86.12 ± 0.78 / 89.60 ± 0.58,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,-,?,235107904512.0,151936.0,262144.0,✓,✗,✗,✓,67.62 ± 1.30 / 74.75 ± 1.52,88.01 ± 0.54 / 65.78 ± 1.87,44.35 ± 1.67 / 65.20 ± 1.51,71.66 ± 0.94 / 53.21 ± 0.73,-,84.78 ± 0.65 / 88.60 ± 0.49,82.33 ± 0.72 / 86.75 ± 0.54,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,16.4.0.dev0,-,16.4.0.dev0,16.4.0.dev0
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,-,?,235093634560.0,151936.0,40960.0,✓,✗,✗,✓,64.97 ± 1.83 / 74.26 ± 1.61,77.05 ± 0.97 / 49.38 ± 1.83,26.39 ± 1.41 / 52.42 ± 0.70,71.72 ± 0.77 / 53.57 ± 0.86,-,82.60 ± 0.73 / 86.96 ± 0.55,74.43 ± 1.27 / 80.80 ± 0.96,15.13.0,15.13.0,15.13.0,15.13.0,-,15.13.0,15.13.0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,-,?,30532122624.0,151936.0,40960.0,✓,✗,✗,✓,62.75 ± 1.63 / 73.91 ± 1.35,74.60 ± 1.34 / 53.35 ± 1.87,26.25 ± 1.09 / 55.04 ± 0.81,70.19 ± 0.53 / 49.48 ± 1.13,-,65.33 ± 1.23 / 73.90 ± 0.94,68.28 ± 0.92 / 75.88 ± 0.69,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,16.2.2.dev0,-,16.2.2.dev0,16.2.2.dev0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,-,?,30532122624.0,151936.0,40960.0,✓,✗,✗,✓,63.98 ± 1.59 / 75.29 ± 0.98,84.97 ± 0.66 / 61.90 ± 1.81,27.28 ± 0.99 / 52.48 ± 0.74,70.09 ± 0.50 / 50.41 ± 1.12,-,78.09 ± 0.79 / 83.58 ± 0.59,63.54 ± 0.97 / 72.54 ± 0.73,15.8.2,15.8.2,15.8.2,15.8.2,-,15.8.2,15.8.2
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-,?,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,38.63 ± 1.38 / 51.19 ± 1.80,25.13 ± 2.30 / 17.90 ± 1.08,22.28 ± 1.07 / 59.75 ± 0.57,38.11 ± 0.98 / 28.60 ± 0.97,-,36.06 ± 1.32 / 51.93 ± 0.97,9.48 ± 0.96 / 32.36 ± 0.75,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,16.10.1.dev0,-,16.10.1.dev0,16.10.1.dev0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-,N/A,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,33.89 ± 2.79 / 49.64 ± 3.15,59.28 ± 4.23 / 52.25 ± 3.24,13.26 ± 3.79 / 40.75 ± 2.59,69.04 ± 0.69 / 50.19 ± 1.81,-,39.56 ± 1.78 / 51.69 ± 2.03,21.37 ± 2.49 / 36.00 ± 2.09,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,16.8.0.dev0,-,16.8.0.dev0,16.8.0.dev0
<a href='https://hf.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct</a>,📝,-,?,2253490176.0,256000.0,8192.0,✓,✗,(✓),✓,29.80 ± 3.91 / 47.09 ± 4.04,-,1.14 ± 1.32 / 45.92 ± 2.65,-,-,-,-,15.7.2.dev0,-,15.7.2.dev0,-,-,-,-
<a href='https://hf.co/BSC-LT/salamandra-2b'>BSC-LT/salamandra-2b</a>,🧠,-,N/A,2253490176.0,256000.0,8192.0,✓,✗,(✓),✓,29.64 ± 5.99 / 43.91 ± 6.28,-,2.88 ± 1.46 / 46.06 ± 2.83,-,-,-,-,15.7.2.dev0,-,15.7.2.dev0,-,-,-,-
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,-,?,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,52.84 ± 1.85 / 60.08 ± 2.27,71.49 ± 2.90 / 58.83 ± 1.94,19.42 ± 1.39 / 51.46 ± 1.76,73.13 ± 0.67 / 56.39 ± 1.28,-,38.54 ± 1.48 / 53.23 ± 1.21,61.58 ± 2.34 / 70.44 ± 1.95,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,15.10.0.dev0,-,15.10.0.dev0,15.10.0.dev0
<a href='https://hf.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B</a>,📝,-,?,8028033024.0,256000.0,8192.0,✗,✗,(✓),✗,46.80 ± 2.06 / 55.85 ± 2.79,52.86 ± 3.54 / 46.15 ± 3.02,8.87 ± 1.90 / 48.13 ± 2.65,64.78 ± 0.69 / 47.57 ± 1.33,-,19.12 ± 1.24 / 38.97 ± 1.02,30.27 ± 3.55 / 45.59 ± 3.33,15.10.0,15.10.0,15.10.0,15.10.0,-,15.10.0,15.10.0
<a href='https://hf.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b</a>,📝,-,?,8028033024.0,256000.0,8192.0,✗,✗,(✓),✗,60.12 ± 1.09 / 71.84 ± 1.37,65.00 ± 1.40 / 40.91 ± 1.72,20.16 ± 1.92 / 59.64 ± 0.91,69.65 ± 0.43 / 49.60 ± 1.29,-,41.04 ± 1.04 / 55.74 ± 0.74,49.14 ± 1.41 / 61.60 ± 1.11,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,15.3.1.dev0,-,15.3.1.dev0,15.3.1.dev0
<a href='https://hf.co/CohereForAI/c4ai-command-r-08-2024'>CohereForAI/c4ai-command-r-08-2024</a>,📝,-,?,32296476672.0,256000.0,131072.0,✗,✗,(✓),✗,56.07 ± 1.73 / 69.41 ± 1.42,80.10 ± 0.74 / 57.67 ± 2.47,27.31 ± 1.88 / 54.36 ± 2.55,72.56 ± 0.48 / 51.91 ± 0.70,-,52.99 ± 1.05 / 64.25 ± 0.83,50.93 ± 1.48 / 62.47 ± 1.18,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01</a>,📝,-,?,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,54.27 ± 1.85 / 66.29 ± 1.77,69.33 ± 1.57 / 51.34 ± 2.47,18.93 ± 1.62 / 58.48 ± 1.03,64.67 ± 0.96 / 41.31 ± 2.29,-,43.14 ± 1.15 / 57.18 ± 0.89,46.84 ± 1.77 / 59.98 ± 1.39,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/CohereForAI/c4ai-command-r7b-12-2024'>CohereForAI/c4ai-command-r7b-12-2024</a>,📝,-,?,8028033024.0,256000.0,8192.0,✗,✗,(✓),✗,58.28 ± 1.91 / 69.55 ± 2.08,69.80 ± 1.29 / 46.74 ± 2.51,18.66 ± 2.81 / 52.76 ± 3.34,69.26 ± 0.79 / 50.37 ± 1.29,-,41.17 ± 1.21 / 55.12 ± 1.06,33.62 ± 1.47 / 48.29 ± 1.49,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,15.7.2.dev0,-,15.7.2.dev0,15.7.2.dev0
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,-,?,32296476672.0,256000.0,8192.0,✗,✗,(✓),✗,65.35 ± 1.98 / 75.62 ± 2.01,73.34 ± 1.46 / 52.63 ± 2.04,29.71 ± 1.88 / 64.06 ± 1.36,72.10 ± 0.68 / 50.43 ± 1.79,-,60.17 ± 1.05 / 70.08 ± 0.78,74.80 ± 0.86 / 81.04 ± 0.65,15.4.1,15.4.1.dev0,15.4.1.dev0,15.4.1.dev0,-,15.4.1.dev0,15.4.1.dev0
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,-,N/A,8829407232.0,64000.0,4096.0,✓,✗,(✓),✗,50.88 ± 1.76 / 58.13 ± 2.34,64.89 ± 1.04 / 51.72 ± 1.17,12.15 ± 3.23 / 53.05 ± 3.82,72.45 ± 1.29 / 55.54 ± 1.74,-,37.45 ± 0.94 / 53.08 ± 0.67,28.81 ± 1.40 / 46.34 ± 0.98,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,15.8.2.dev0,-,15.8.2.dev0,15.8.2.dev0
<a href='https://hf.co/152334H/miqu-1-70b-sf'>152334H/miqu-1-70b-sf</a>,📝,-,?,68976648192.0,32000.0,32764.0,✓,✗,(✓),✗,60.69 ± 1.74 / 71.94 ± 1.54,68.11 ± 1.75 / 47.01 ± 3.29,32.89 ± 2.03 / 64.75 ± 1.74,59.67 ± 2.37 / 34.52 ± 3.48,-,59.66 ± 0.84 / 69.76 ± 0.61,56.21 ± 1.83 / 66.70 ± 1.46,15.3.1,15.3.1,15.3.1,15.3.1,-,15.3.1,15.3.1
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-,N/A,394781696.0,50368.0,8192.0,✓,✗,(✓),✗,24.48 ± 2.22 / 46.73 ± 2.31,61.46 ± 3.29 / 56.52 ± 3.16,9.93 ± 7.16 / 52.57 ± 4.57,42.99 ± 1.67 / 29.76 ± 1.67,-,-,-,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,15.12.0.dev0,-,-,-
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,-,0.8,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-0.69 ± 0.92 / 17.68 ± 2.19,19.27 ± 2.36 / 19.86 ± 2.31,-0.60 ± 1.35 / 36.49 ± 3.38,3.87 ± 0.35 / 0.00 ± 0.00,-,0.59 ± 1.25 / 24.55 ± 0.77,0.04 ± 0.57 / 25.93 ± 0.73,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,-,N/A,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,6.56 ± 2.90 / 24.89 ± 2.96,2.55 ± 3.79 / 3.80 ± 3.48,-1.02 ± 2.17 / 39.94 ± 3.37,2.20 ± 1.06 / 1.05 ± 0.75,-,-0.59 ± 1.53 / 24.77 ± 1.07,0.33 ± 0.40 / 26.17 ± 0.71,15.4.1,15.4.1,15.4.1,15.4.1,-,15.4.1,15.4.1
